Utc Time,Cpu Percent,Memory Total,Memory Available,Memory Used,Memory Used Percent,Disk Total Bytes,Disk Used Bytes,Disk Free Bytes,Disk Used Percent,Disk Io Read Count,Disk Io Write Count,Disk Io Read Bytes,Disk Io Write Bytes,Network Bytes Sent,Network Bytes Recv
2020-07-30T12:53:46.254844,47.5,3585150976,1931677696,1345703936,46.1,7262887936,5264125952,1606234112,76.6,23932,22707,1956209152,15280567296,197505159,2606073206
